,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$
CBF,7.379395921328945e-10,4.817704770962968e-10,7.901410141674451e-10,6.784607232706699e-10,4.655600423432222e-10,4.799542276963267e-10,0.060279518979777694,0.04671137172226391,0.052239547591517076,0.18872671171432615,0.16882755324904244,0.20226752323242447,0.16592591149926264,0.15332501025452325,0.1770823564908409,0.039108512051737085,0.035854398867461904,0.0409759354919912,0.24184453875225914,0.12203519045364172,0.22659928304594132,0.5553649195564503,0.27097080614412256,0.46135060199288097,0.5770820133258505,0.3045735418438854,0.4837142277470935,0.3239408136574484,0.26049740650057274,0.3420854971965997,0.03968237806686269,0.03596624814023319,0.04477271235655741,0.30863286038163673,0.27592046919344837,0.33176272009990726,0.5559079933804569,0.3689577856864237,0.5637807282072826,0.5609677642681767,0.3196454809659486,0.4353489793004159,7.975226731300404e-10,6.198072837053826e-10,6.747454233106679e-10,0.016552885975728106,0.0149989343894047,0.021174878132360346,0.5368346975987179,0.3699257632129034,0.5774096938177185,1.0,0.6281836373643634,1.0,0.4239190219123279,0.20366859267953508,0.38492853406840744,0.05446100413671863,0.029146020538106818,0.03789593944525471,0.3872939467082067,0.18754595426477477,0.2518502566139005,0.0019487750556792874,0.06439628482972136,0.052443384982121574,0.06439628482972136,0.02857142857142857
Car,5.266599759091487e-10,4.1575005826857537e-10,7.617170781030153e-10,3.887993565456328e-10,3.5722953549804965e-10,1.6963117907330002e-10,0.09460128501406717,0.09622488873679318,0.0677465057849981,0.0400293401601831,0.04507923018046233,0.06401494026492957,0.005697574415553227,0.012160449982118881,0.010434713956090092,0.024511099119619326,0.027893025786178614,0.04547116964591584,0.1343694902710885,0.08928649893542552,0.0847294451231869,0.1580325304708205,0.09429143286194884,0.2060441591906821,0.13661939959096278,0.08089894710474423,0.1745648926425388,0.039439231972968995,0.040212077462902895,0.052680191250156015,0.06452225704206886,0.06445137664564565,0.06515946803176909,0.11937257997218456,0.1190435447284801,0.2022265552961945,0.04492435426181977,0.03892188591790783,0.03689838770685715,0.11642758407608782,0.08786153123381021,0.08059205957135407,5.792154362378371e-10,6.434364329564543e-10,6.086311674695352e-10,0.0012399441996759888,0.0012557327376410566,0.0028913490670326903,0.0,0.0004267266095300738,0.0034281945153842395,0.0,0.0004928868553009158,0.0,0.06202607086502897,0.03547894313949973,0.08066998613974789,0.003156529545184989,0.0024760532161535904,0.004086988613101611,0.0,0.0,0.0,0.006124721603563474,0.34241486068111454,0.0023837902264600714,0.34241486068111454,0.05714285714285714
Chinatown,0.47597525396776413,0.2368418426050652,0.3884390235806145,0.34542526516668476,0.17262673427365313,0.16806251206430708,0.029059179382860737,0.015471369854718049,0.017302368396222848,0.07065250309773889,0.0465349406504085,0.05575219807421665,0.18268813051199015,0.12463119370540453,0.14394250120696434,0.1665544156715971,0.113149409538651,0.12931196875874035,0.6137992598525405,0.23735098829764067,0.4407217588513713,0.9334579065054964,0.36030600242669275,0.6134512919919162,0.9192896268149275,0.3609831466829387,0.5733022079670812,0.6179393311127512,0.36201196344002223,0.4753945314393181,0.45543760776965203,0.29234782240943735,0.36393023008039616,0.45044512975542156,0.2973430786234134,0.3575209510745725,0.2309006157527672,0.11372217655691211,0.17377156411889322,0.567260103599407,0.22734424936018618,0.3096370598129,0.5433109338400859,0.35343850387518144,0.3423434962675308,1.0,0.7083362792290495,1.0,0.09197248866636913,0.04456715674116188,0.06956397982324367,0.03532893520784765,0.01198421760362104,0.022531110612592053,0.07579697997779107,0.027670147055684165,0.05229588422776979,0.0004808277021761531,0.00018847863195213275,0.0002450617508432698,0.04519997638339364,0.01711238734356413,0.02302105572684122,0.0005567928730512249,0.0,0.019249106078665076,0.0,0.0
ChlorineConcentration,2.7310481101819717e-11,1.9458022957873956e-11,3.1912351353203766e-11,1.01344326021256e-10,7.31152409664964e-11,9.788540430001781e-11,0.0,0.0,0.0,0.008691085991824034,0.010427285216445922,0.012492635912678173,0.0028871832247013753,0.006573324238251047,0.007591845219221917,0.0,0.0011449411172786172,0.0013084875174495024,0.002385048869312492,0.0019091044651269235,0.0035448930873904,0.0037622443493993225,0.002676480515814582,0.004556933327114945,0.02253425252652722,0.012660978898508788,0.020107772964580918,0.021428185982193156,0.01935031765114979,0.025410859645511097,0.024439555158993646,0.022439882750486386,0.02793436812717004,0.0,0.0,0.0,0.024919096955078286,0.018815430747831933,0.028750652947494973,0.06753775882850595,0.04283782424103297,0.058344022266252495,9.094942704969565e-12,0.0,7.439479450107263e-11,0.015795158904585088,0.014468261868854762,0.020425696513246577,0.011104182049897608,0.008170133182781347,0.012752596787384758,0.020504790048417845,0.009226277004967667,0.01815622636649933,0.11313416963360796,0.05493119379037225,0.10381857910525169,0.14083573572664623,0.0775862027969365,0.10087833565943609,0.04337923227518187,0.023201764176115847,0.03119683506224113,0.06277839643652561,0.08792569659442724,0.22765196662693682,0.08792569659442724,0.02857142857142857
CinCECGTorso,1.6519778177633734e-11,1.8710883289080103e-11,3.970291221605948e-11,2.676894348599466e-10,2.4038940222680273e-10,1.8568020886822334e-10,0.16074517977573222,0.157421451151676,0.14899390248417765,0.010035072498970251,0.015099200464213485,0.011803296347104355,0.021384931453669986,0.031181719507290682,0.021959002340240955,0.018060813554211907,0.020880058534269247,0.03407254523752135,0.05821190588922823,0.03234451640177857,0.0952370923750084,0.054138337520001925,0.03273197890998162,0.07340234579180105,0.047955161289221254,0.03150307735852258,0.04899362940802282,0.006280051513997828,0.008476019538022109,0.004764578926716853,0.026972115957877914,0.02869704340801009,0.03130190386398096,0.08628020987995179,0.08682273507191643,0.1491406574739552,0.2746177658361432,0.23591759046036723,0.26412202200516677,0.06263691402414545,0.048568565006456385,0.0635856898237989,2.1127699244274983e-10,2.4052525799597523e-10,2.272073832854158e-10,0.0002618682289913924,0.00033076317373987517,0.00027649540486223095,0.09322962014323016,0.07454254204543456,0.07870132938732205,0.047901653688864766,0.040445338000022105,0.040126960402438475,0.6513022041046818,0.3271605723719973,1.0,0.868198444738302,0.47061437490286095,1.0,0.011008749254929414,0.006868601061437958,0.005867679110238476,0.0033407572383073497,1.0,0.08104886769964244,1.0,0.05714285714285714
Coffee,1.6132638680727375e-11,8.027484286700718e-12,1.3165379823199137e-11,8.169328069122055e-10,3.8275227789233606e-10,3.9933608431789857e-10,0.03696909101012807,0.020051967001297386,0.022425067940544857,0.003499150821687905,0.0023046993195529964,0.0027611951615135128,0.025711646635891556,0.01754067548549575,0.020258561497935028,0.006438538647966421,0.002258129866720211,0.0025806870753374072,0.0664576114888398,0.02569859691679373,0.04771806898473497,0.0012867084958190994,0.0004966574188145383,0.0008456010535412838,0.04660141179247447,0.018299264756200202,0.02906232322839968,0.006786094619653066,0.0039755479440458695,0.005220694184013382,0.01583595519740889,0.010165183855606037,0.012654165400962489,0.01738812668809778,0.009791031491826566,0.011772592478576992,0.07466419721318791,0.036773288760086384,0.056190904000487804,0.0,0.0,0.0,6.559834897654833e-10,3.81357729017494e-10,4.437805827898549e-10,0.013817621853618244,0.009787522851585953,0.013817621853618177,0.019239313541152256,0.009130037352178868,0.014250891925664236,0.09420887997550913,0.04102030739328994,0.06859067108715441,0.014506057388318018,0.005295524191736416,0.010008407960358614,0.0,0.0,0.0,0.004522713146770746,0.0016521300720435522,0.0022636522360968718,0.0016703786191536749,0.16222910216718267,0.0004767580452920143,0.16222910216718267,0.0
Computers,1.377530572738637e-10,6.854492463228688e-11,1.124185249084186e-10,1.6299250900555828e-10,5.5944746892039356e-11,8.116879648821184e-11,0.06221857456922477,0.03467383862179701,0.038777402077460534,0.03791620941662007,0.024973333958883365,0.0299198460767137,0.02650238085318251,0.01808012021640678,0.020881591908875115,0.010178537048119543,0.004848336511266431,0.005540885648745463,0.006109276795308331,0.002362405724468671,0.004386598991965227,0.03296419582266244,0.012723870607661147,0.021663460533094897,0.0649074146664029,0.02548759618936666,0.040478607672983,0.05599833785595931,0.03280591995998819,0.04308077224745762,0.06169413339117344,0.03960179230844085,0.04929843248916812,0.031053875055389344,0.01886515774025702,0.02268318862067959,0.2252504274605796,0.11093937016010304,0.16951933614670345,0.19618993601087664,0.07862822266434874,0.10708963060477796,8.870749738607723e-10,5.316890095424744e-10,5.8939332464377e-10,0.0,0.0,0.0,0.0873359250323768,0.04230812626752266,0.06603790452970407,0.3215155318537164,0.1531144402897867,0.2464040932934371,0.7794134480941097,0.2845296043755434,0.5377538189389518,0.6109281118297784,0.23947641580890375,0.3113695655362472,0.9006716927104196,0.3422525705950646,0.45956398358862655,0.03257238307349666,0.4309597523219814,0.013706793802145411,0.4309597523219814,0.0
CricketX,5.6223056431924765e-11,8.872341755374723e-11,6.546806887290458e-11,2.1349523819435525e-10,2.8784856304802396e-10,2.477469911840079e-10,0.21090127850265036,0.24285785647462083,0.30708100449884085,0.05442666341852313,0.10754981414452719,0.06849276807788507,0.03356629546093956,0.07512110940372267,0.03204195708964922,0.032328003329405504,0.06699633638090624,0.039163463191774335,0.08580083248600735,0.07921295192584306,0.08414780159464076,0.09016399668132002,0.09514978310092671,0.05715453815508064,0.07488173429170579,0.07554355106264116,0.05764784643738457,0.05083575633359668,0.08354854789034968,0.0449558590726837,0.06642041429496497,0.10946868906546207,0.09225403129882123,0.07572845747602577,0.13366544760308186,0.062309506495144815,0.4817184817739754,0.6539302421257137,0.35412716541880723,0.1826347573244638,0.18219963006620937,0.1382762813825798,3.0330063602258064e-10,4.774846107870351e-10,4.587300846077336e-10,0.01601095497113982,0.025325766590469197,0.035185438293193844,0.7055831746421779,0.8011217311459693,0.28676989825920685,0.8148884642018908,1.0,0.28219043841041647,1.0,1.0,0.5707918789939638,1.0,1.0,0.19434581586629165,0.928118274523647,0.8724230776829169,0.14542039047500152,0.05206013363028953,0.17089783281733747,0.02205005959475566,0.17089783281733747,0.2857142857142857
CricketY,8.88595912905452e-11,1.3134509778213962e-10,1.1990592511376915e-10,7.480396392919293e-11,1.51716754736324e-10,6.49214683711139e-11,0.3528028985304387,0.5462158619027292,0.284108829353628,0.04738548843741215,0.10271594083301527,0.0423685254966448,0.07647528096697105,0.11190700777739562,0.15076796346245733,0.04013795874918669,0.05639145056428521,0.06079973060919671,0.0594064445533505,0.05944310414556669,0.07548183718378376,0.09372676697258941,0.0775644538096723,0.1363270523414812,0.11314510361402376,0.09026837392183874,0.12705203483593422,0.06643843559697331,0.07959828957310572,0.09001229301953236,0.024128536564379428,0.03333105655211478,0.03771633980039536,0.07239327780290265,0.10589866038819155,0.1440112330784089,0.1712596859967268,0.1930952875575049,0.27456915360782946,0.23029289837395434,0.1998323125773748,0.22488443703953517,0.0,7.550619548519028e-11,5.792853942497055e-11,0.011009860466307994,0.016495398357215533,0.022644944546922712,0.31811238471997416,0.4166481218871989,0.2618934254742503,0.4285857030089767,0.5817137616728235,0.3536684697162953,0.49784979503069793,0.43286006986601067,0.567694944241558,0.22981863454053864,0.24081789371371654,0.1574933082170566,0.39929210213703237,0.40645168621912314,0.16217848521173917,0.05206013363028953,0.17089783281733747,0.02205005959475566,0.17089783281733747,0.2857142857142857
CricketZ,7.379083178858561e-11,9.614283256171775e-11,1.3715967930239996e-10,2.2901308756810227e-10,3.501062869431347e-10,2.2282065507671313e-10,0.17918199152045347,0.19868128422125395,0.2796997539350963,0.04810314010787462,0.10016525277141329,0.06765269842199156,0.028922035560333105,0.06700154023085568,0.024297888898504563,0.027676201079308214,0.06286592916803081,0.030317452141344046,0.07591741670336896,0.06805067890975218,0.0728960602544573,0.07592865047181906,0.07604939815112524,0.04891254944383798,0.06342608179948936,0.06264186572560482,0.054316670105756755,0.0475609072863275,0.061145237001627696,0.08939012007627205,0.07212730391645902,0.10726282101856664,0.09197139393793155,0.07632246542797644,0.14133395546822472,0.06107048232367412,0.4707372037089309,0.6366891740572673,0.360986125018227,0.1685864571029497,0.17740152735287829,0.14696315986745173,3.698211275358026e-10,6.981682402426239e-10,4.1301509308781227e-10,0.014741048079149959,0.02771882167993912,0.01638312880529179,0.6956371302025899,0.7922513264030249,0.36854462909853875,0.8099581450160315,0.9907544007946564,0.29088125333963,0.9702134809334326,0.9485960129471904,0.5943895734710457,0.9799678980101469,0.9839913535705108,0.22368671438501464,0.9487115128200166,0.8930710575534366,0.1559609361905025,0.05206013363028953,0.17089783281733747,0.02205005959475566,0.17089783281733747,0.2857142857142857
Crop,0.774026263320412,1.0,0.8248307021124406,0.5808527989293644,0.7047693792375579,0.5393630520207778,0.5640304984777934,1.0,0.4768969563924978,0.5252813093700754,1.0,0.6515722788336757,0.5419088178074716,1.0,0.6643545966795936,0.5605305243303413,1.0,0.6376754860770822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.703047218501886,1.0,1.0,0.6789287219518076,1.0,0.878099363155664,0.6789512951927691,1.0,0.6958212423419476,0.3809003511353147,0.4454306378082938,0.42108751128380123,0.9839563325638806,1.0,0.9272953727453407,0.31028606126589486,0.4586234632705914,0.40215834923480764,0.4055933688594787,1.0,0.4038227639994158,0.12193008039803435,0.21224248181760458,0.090607248606885,0.5767350058118819,0.877329004512974,0.4445743801021382,0.4277253552074374,0.42431862306075213,0.5303861198631614,0.08082856387622235,0.0787912101335969,0.09047211315281996,1.0,1.0,1.0,1.0,0.013622291021671827,1.0,0.013622291021671827,0.6285714285714286
DiatomSizeReduction,1.342541333068081e-09,1.0317981369508783e-09,1.3271164760289134e-09,6.033832728407412e-09,4.619907292095267e-09,4.960875342781743e-09,0.40252057019250725,0.376948583634127,0.2983844560150682,0.12770067161908308,0.1340841603246797,0.18206110458595173,0.09537282054705379,0.10453397176982736,0.11232247461415666,0.11075067375705341,0.13042093077437583,0.1193596701547821,0.2338323826115249,0.14483192155216065,0.3073270372123626,0.16575512827976038,0.10288630983555973,0.19621545781591915,0.08009240599508714,0.055031683630879166,0.046208440227354514,0.05466379808714585,0.0486123727977579,0.09180246555571954,0.1276073889964519,0.12277228000836199,0.21002552909277986,0.0504381606397759,0.05418614052321561,0.06855282742933363,0.20645964466893085,0.16339176814793735,0.29780040049076706,0.21198554371218595,0.13911392398603165,0.15693811718860795,5.6236157014180344e-09,5.967965274517709e-09,5.963096309199796e-09,0.005555172481122597,0.006263572746372159,0.007645943324173607,0.006156447115941574,0.005269649784320292,0.009061170895257629,0.0006047094224282791,0.0,0.0071768692648034454,0.11095350410840023,0.06987342927259647,0.08332567614041105,0.004859710168255639,0.0037024219191152744,0.003491363842441327,6.417031028136087e-05,2.710792437594278e-05,0.00012705070998941136,0.0,0.19876160990712075,0.017044100119189512,0.19876160990712075,0.05714285714285714
DistalPhalanxOutlineAgeGroup,8.062523963537903e-10,5.522386269066536e-10,9.057142549630397e-10,2.6120018333478185e-09,1.8185439327658595e-09,1.797165448354533e-09,0.38210563484779325,0.30366072191009585,0.33959822092606223,0.1231924153775664,0.10971326240336009,0.13144436097667941,0.12726252834353766,0.11666431813800403,0.134741177189424,0.294341345476003,0.25162622482876956,0.2875691765127844,0.145773798788434,0.07191829762942252,0.13354045353747773,0.2454874277545573,0.1331689272516882,0.22673130596081803,0.23779643117707477,0.13004827887288822,0.20653863235790113,0.07321501145038639,0.062278602677252014,0.08178433347093751,0.01433505587100064,0.012331149679558085,0.01535047568697965,0.024063500351396403,0.023221336807658557,0.027920994358209817,0.11469467373403905,0.08118675627865604,0.1240562751383959,0.6138524151912467,0.31170539393923796,0.42453478361027486,2.677550561824668e-09,2.4496014539838027e-09,2.4470995891793293e-09,0.707024930715434,0.6960006644913276,0.9825850869150057,0.2262091847570209,0.15155807079204237,0.2365639486462911,0.48699213542017034,0.3374844712047539,0.5388678048379066,0.03712799280045772,0.017675747985493557,0.03340672055079363,0.010880303965018689,0.006291411281263699,0.008180154152716715,0.048023638758067484,0.025770444943316997,0.03464562263332108,0.053452115812917596,0.0346749226006192,0.0070917759237187124,0.0346749226006192,0.02857142857142857
DistalPhalanxOutlineCorrect,0.0,0.0,0.0,7.292009127530969e-10,3.389081474542365e-10,3.5665098791179156e-10,0.08290975796777494,0.046656017450195875,0.052177642277597254,0.036245392724120765,0.023872858360508488,0.028601397343806283,0.0052006237118942655,0.003547903957468512,0.004097643250431271,0.059050617601337174,0.038695620450361075,0.04422300463766773,0.03945452238571436,0.015256730487603459,0.0283292399287843,0.0,0.0,0.0,0.04074314668471815,0.015998863543116047,0.025408897558004413,0.006633309726065207,0.0038860408411202207,0.005103153352346248,0.09462203039570627,0.060738384503669016,0.075610394717339,0.02420194820005756,0.014315443545379431,0.017212679088052588,0.0924087011272072,0.04551273538497367,0.06954509186005793,0.19651747760655297,0.07875949348302748,0.10726841810632778,5.951020888555382e-10,3.4175272585270924e-10,4.054192475299718e-10,0.034756513561992754,0.02461929949547595,0.034756513561992726,0.022861558722962274,0.010894870727636261,0.017005584894630756,0.05975679724191481,0.024030587521080265,0.04164010592605777,0.005994169785881512,0.0021882080196424457,0.004135658297413776,0.0030422636353555433,0.0011925304749173268,0.0015505397247971334,0.007454984896925905,0.002766602188412371,0.003759975809008024,0.08129175946547884,0.0346749226006192,0.015256257449344458,0.0346749226006192,0.0
DistalPhalanxTW,6.756975929920938e-10,6.32299142324539e-10,1.0562429057159245e-09,1.3986240300289747e-09,1.3305372991401693e-09,1.2354593797008116e-09,0.3537051436281979,0.3957801386370342,0.18076722027002476,0.106360783652925,0.1394783719809533,0.09069146894629987,0.1093341095936343,0.15100164331933608,0.09086891562977864,0.249085132678377,0.31905370883286827,0.1333807790373155,0.11983503331365032,0.08996007840930952,0.05447956584422117,0.1863867669870196,0.14420738813872838,0.1710572561107926,0.26759518590443976,0.2131766003643516,0.19408116102429987,0.09042526671481707,0.09809359894757057,0.14032938365741984,0.014824487758192314,0.017436652626913938,0.021300666092952763,0.04270415395697481,0.06211911535240566,0.05537101214366532,0.08024165452695683,0.0869405802139848,0.033116361407621156,0.509331733685744,0.3885302069555047,0.21813702921687986,1.2122704948697604e-09,1.4226885126749722e-09,1.715232924103032e-09,0.7175148945809796,0.9713666999985809,0.725028539159069,0.29933051393621685,0.25399781365375285,0.4547142466089904,0.5237984784764906,0.4766588322652262,0.5566034685584235,0.025213379998079714,0.016863072629974853,0.02867831614631307,0.010072315690624138,0.008478769122291431,0.005626291902522942,0.053186946569780714,0.03650587944253913,0.04121460130580166,0.053452115812917596,0.0346749226006192,0.0070917759237187124,0.0346749226006192,0.11428571428571428
ECG200,1.295238016721111e-10,6.445010658510582e-11,1.0570286421524804e-10,1.158234585142125e-09,5.533182941271294e-10,5.653915733268071e-10,0.08302182280413717,0.04672091373398028,0.052250218876833586,0.0,0.0,0.0,0.002434218922093239,0.001660642150918786,0.001917954708658225,0.07794781827392105,0.05178323426951299,0.05918008763270182,0.06233816425863985,0.024105641474711836,0.044760212650359926,0.006736317152642182,0.002600155280095187,0.004426983189875515,0.0032098591421975673,0.0012604352532227018,0.0020017840730587708,0.0015137913868745053,0.0008868355914717492,0.0011645935301846557,0.0,0.0,0.0,0.03935578576839548,0.024377668573057117,0.02931135069149703,0.263951745598995,0.13000037664539799,0.19864523762795422,0.016156463358825104,0.006475123160117983,0.008818952328320705,1.0541791630641882e-09,6.403948185963732e-10,6.946866821019537e-10,0.03505140357864282,0.024828180792651654,0.03505140357864282,0.2299183024914198,0.11177723337143285,0.17447083851698456,0.6063739956743545,0.2935897067914965,0.4692381277479667,0.006640741686170618,0.0024242430116476,0.004581758514762215,0.03613662258109878,0.014165118100788661,0.018417624357346875,0.15346997376627375,0.05826269788901751,0.07827069257052441,0.011692650334075724,0.04458204334365325,0.004767580452920143,0.04458204334365325,0.0
ECG5000,3.8474498604157464e-10,3.152062394438949e-10,6.922751551550273e-12,1.451514306989048e-10,1.8264340382226192e-10,0.0,0.2951234079333237,0.31944474933308453,0.23409254159431814,0.16421768894203376,0.19859583015393512,0.22380211994658497,0.07722800674357932,0.10898969475923755,0.03740547052967952,0.07552626913854939,0.10864304909733279,0.02417478129936464,0.12298817430493592,0.09063678843310288,0.11537323411724527,0.09514656904538638,0.058574500249355774,0.15823833512841065,0.10007406103792911,0.06728233813237443,0.10779442817290243,0.03626215139617605,0.042988288224047246,0.022988663449141297,0.02827181189424673,0.03588309032873315,0.012078598387097744,0.09221520678704756,0.1171014914016828,0.09622186040373892,0.20541053868676631,0.15761180820990528,0.414164656395434,0.1818794888880869,0.15179436059750762,0.00888844689796425,1.331989179272647e-10,2.0283747577290008e-10,0.0,0.5343005851103783,0.6823388585723024,0.4087424411200633,0.13816419948464187,0.12342098901679549,0.04865663091105715,0.3186058705859127,0.23571592272377298,0.5865326473511736,0.4082907766220778,0.2527091404031782,0.3627006883935705,0.24977536117660104,0.17291252770040788,0.04753780095157628,0.10876294208319319,0.06253150531414507,0.12753084578837465,0.06737193763919821,0.0718266253869969,0.266984505363528,0.0718266253869969,0.08571428571428572
