,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$,$min(||I_{c}||)$,$max(||I_{c}||)$,$mean(||I_{c}||)$,$std(||I_{c}||)$
CBF,7.641790199102445e-11,1.4086282140723938e-10,7.04314384591953e-11,3.9397007817009366e-11,7.651265732100399e-11,3.82563425382898e-11,0.010067575362504487,0.018972549671154526,0.009486274835577263,0.02924723886423285,0.05551727362869277,0.0277586368143464,0.026566292873819987,0.049888146864105226,0.02494407343205257,0.007573565651821865,0.014044774065181509,0.007022387032590782,0.020855278863199617,0.038316312863587,0.01915815643179347,0.046651147964750866,0.08327038184174673,0.04163519092087342,0.04821783919477693,0.09156992271857567,0.04578496135928778,0.039843724344118175,0.07691822869382259,0.038459114346911294,0.005290663944062372,0.010467342527376466,0.005233671263688233,0.04030504194989215,0.07657181858181361,0.038285909290906917,0.11152634735264416,0.21127836659547983,0.10563918329773991,0.035870684124391136,0.07112281138680768,0.03556140569340388,1.1563790702629248e-10,2.0263019040456243e-10,1.0131512295785683e-10,3.815231764414476e-05,6.892993144100389e-05,3.446496572050194e-05,0.10015285405736557,0.2000320272252068,0.10001601361260337,0.016271888972876545,0.02945582095690602,0.01472791047845301,0.5619487954844458,1.045834026224048,0.522917013112024,0.5846128326895274,1.1128096527437379,0.5564048263718689,0.05470820634066854,0.09859687684001284,0.049298438420006474,30,128,900,128,3,8,12,10.0,2.0
Car,5.514232360159859e-11,1.2196799126229507e-10,6.795142226678763e-11,2.539284212778637e-11,6.1691624031468e-11,1.6451701112529804e-11,0.015123970330738928,0.03678647678298462,0.011980615283048515,0.007229491906883564,0.01617383695612709,0.009414663967956927,0.002840982145759687,0.006557333824025735,0.0027989529820597325,0.005400874429007091,0.011625070894482892,0.00762012385258054,0.011763248281779515,0.028184258664209205,0.0073388993070603314,0.013515322177936412,0.02928602658381363,0.01872623695581843,0.0115442090237488,0.024497817220812457,0.01659947643069548,0.005563098420329586,0.012843386488328168,0.00640769945382913,0.008497990668906592,0.01857053089510685,0.007563036584138927,0.01639576380722837,0.03436237261335251,0.023792586626308676,0.011376986851599928,0.02554185087500549,0.008613611433780921,0.008775860877681037,0.02127203519924803,0.007550930051096694,8.881797424501925e-11,2.089410311434392e-10,9.220013641453306e-11,3.0719573977904544e-06,6.070732210764076e-06,4.847326265632127e-06,0.000716830833879279,0.0013742314832482557,0.0011628191079260386,0.00027679969153157917,0.000663501075469591,0.0002695424477751002,0.08236260182349314,0.18237596888239274,0.10968046016596433,0.06298387703681066,0.13451137665553237,0.07949409859973189,3.5686616774253236e-05,8.556830298533935e-05,3.389306474410603e-05,60,577,60,577,4,11,17,15.0,2.70801280154532
Chinatown,0.04793007961988795,0.06778336864406781,0.03389168432203388,0.01670016510396597,0.023617599983898563,0.011808799991949281,0.005468092693497667,0.007733050847457628,0.0038665254237288133,0.011763889828956276,0.016636652542372878,0.008318326271186435,0.02904830611696432,0.041080508474576276,0.020540254237288134,0.026542721177272584,0.03753707627118645,0.01876853813559322,0.05232140748504275,0.07399364406779663,0.03699682203389831,0.07818248971011227,0.11056673728813571,0.05528336864406791,0.07671059900562963,0.10848516949152548,0.05424258474576277,0.07526867045289223,0.10644597457627125,0.05322298728813568,0.058973005172475564,0.08340042372881362,0.041700211864406866,0.05822020610987742,0.08233580508474558,0.04116790254237279,0.047827084723263934,0.06763771186440692,0.03381885593220346,0.03625420361168324,0.051271186440678074,0.025635593220339148,0.06674796005948344,0.09439587037685915,0.04719793518842963,0.0022911275818198974,0.0032401436993367717,0.0016200718496683863,0.01775257490902669,0.025105932203389858,0.012552966101694873,0.0008418891643959538,0.0011906110743037102,0.000595305537151869,0.10061202576371607,0.1422868913728785,0.07114344568643924,0.035779163040244887,0.0505993776218725,0.02529968881093625,0.0064163610924393285,0.009074104878010747,0.0045370524390053735,20,24,343,24,2,10,10,10.0,0.0
ChlorineConcentration,4.858488793593558e-12,8.550493646453106e-12,4.275246823226553e-12,1.149534547099085e-11,2.2821064482592135e-11,1.1410532241296067e-11,0.0011869992245391473,0.0021667757870283966,0.0010833878935141428,0.002589209814790313,0.005156907041711456,0.002578453520855728,0.00242484224514068,0.004842351674314904,0.0024211758371575076,0.0017526218128489136,0.003495515273529648,0.001747757636764824,0.0005978048188083424,0.0011507359330481526,0.0005753679665240208,0.0006498386044345242,0.001293092023798792,0.000646546011899396,0.0020452950161078606,0.004035662330940548,0.002017831165470385,0.0033928822603692286,0.0067752839328537595,0.0033876419664268242,0.0033225096980906347,0.00661948603401219,0.0033097430170061504,0.001315408800949971,0.002332409722073825,0.0011662048610369125,0.007456090813940613,0.01422640631458294,0.00711320315729147,0.0057960151119431005,0.011588591876166232,0.005794295938083116,1.8776350653181654e-11,3.709291207520948e-11,1.854646991539255e-11,3.64164435702498e-05,6.650272047950415e-05,3.325136023975229e-05,0.0027736198401234146,0.005537403586527961,0.002768701793263967,0.0006047756390512564,0.001064103701260491,0.0005320518506302455,0.1500918529258925,0.2822406312076877,0.14112031560384386,1.46281227616405,2.889675226861019,1.4448376134305096,0.006159334952437789,0.012272640843776439,0.006136320421888164,467,166,3840,166,3,91,262,155.66666666666666,92.80265800791125
CinCECGTorso,3.7718792566971946e-12,8.3366646919103e-12,4.954980870053305e-12,1.9537579380562128e-11,4.570636230605274e-11,1.7579375455323287e-11,0.02486850551340338,0.05880371910558896,0.025049501218634612,0.002788215046148168,0.006642254051935359,0.0024869888552313535,0.005163838558086421,0.012395959836034087,0.004330368311348032,0.004440808498298619,0.009493617070852334,0.0061044347309843205,0.005320570692959755,0.010567089045996625,0.008214297393529524,0.004850989814288894,0.010476544922817299,0.006824127617549081,0.004161881027050488,0.009685741711583484,0.004744823049811442,0.0015676286780416714,0.003612254698278583,0.0011010822672083975,0.003649514106633125,0.008399465767838288,0.003694513457466353,0.012215199986740415,0.025693012674679716,0.017853001744793373,0.056395352449663226,0.13640644408828873,0.05045692513805333,0.005497307526778747,0.012821127069462385,0.00620816130132355,4.36152385468746e-11,1.0133206773677017e-10,3.961431183086006e-11,8.312868655235821e-07,1.8400698387460518e-06,6.115032624966692e-07,0.017985428998539305,0.04122192542979369,0.014126633885086781,0.0010429909190090385,0.0024961292486159236,0.0008497128092259951,0.8632805416114745,1.6798215823794977,1.3582921048798553,8.858140915687674,17.30659514969971,14.127892152010094,0.0015897415300801865,0.003693403412165064,0.0011816724934529121,40,1639,1380,1639,4,5,13,10.0,3.559026084010437
Coffee,3.732894820520675e-12,5.279110482092619e-12,2.6395552410463097e-12,4.609167346943237e-11,6.518346973294342e-11,3.2591762622047327e-11,0.006633406777607897,0.009381053829630698,0.004690526914815349,0.001820435534517338,0.002574484622340334,0.001287242311170167,0.005804503399264877,0.008208807430081122,0.004104403715040589,0.0027109393224818245,0.003833847156624326,0.0019169235783121352,0.006018129880292339,0.008510920896832197,0.004255460448416126,0.0004433894776416689,0.0006270474126943704,0.0003135237063471852,0.004049165652715019,0.005726384982364885,0.002863192491182498,0.0016286036445201295,0.002303193361810618,0.0011515966809053646,0.0022116123336468345,0.0031276921569549643,0.0015638460784774821,0.0035120533185750325,0.004966793434906247,0.0024833967174531235,0.017205796279076518,0.024332670449298544,0.012166335224649272,0.0016795736304406176,0.002375275807173338,0.001187637903586669,9.824924214374363e-11,1.389454107325605e-10,6.947264985512902e-11,3.1886111439233546e-05,4.509377124870396e-05,2.2546885624351873e-05,0.004280461941628524,0.006053487331072929,0.0030267436655364716,0.0017836791378353597,0.0025225032276487147,0.0012612516138243574,0.01938833741723683,0.02741924972732207,0.013709624863661063,0.030890434442360913,0.04368567133598378,0.021842835667991944,0.0006741374002785853,0.0009533742543769153,0.00047668712718851314,28,286,28,286,2,14,14,14.0,0.0
Computers,1.5979910390602177e-11,2.2599005999879296e-11,1.129948912215184e-11,1.4475830506716135e-11,2.047191582921215e-11,1.0235950975712171e-11,0.010353243381912685,0.014641697205250409,0.007320848602625191,0.006916598830743176,0.00978154787193089,0.004890773935965459,0.005921588899557726,0.008374391332552508,0.004187195666276261,0.0032676038311274056,0.004621089654442662,0.0023105448272213447,0.0009128620779010446,0.001290981931143742,0.000645490965571871,0.00308515674922468,0.0043630705168004325,0.00218153525840023,0.005573353082870692,0.007881911517689633,0.0039409557588447885,0.007558365058378529,0.010689142374925825,0.0053445711874629265,0.00813282316645077,0.011501548822376778,0.005750774411188403,0.005238449253497832,0.007408285980099849,0.0037041429900498968,0.04671968577571819,0.06607161325383004,0.033035806626914965,0.013637394038713054,0.019286187604973998,0.009643093802487,1.2663977173860414e-10,1.7909568272855836e-10,8.95478691198548e-11,2.313739327610809e-07,3.2721215369032116e-07,1.636060768451606e-07,0.016893760359130625,0.023891385019363498,0.011945692509681749,0.005419469328870883,0.007664287025754219,0.0038321435128771085,1.033055564010375,1.4609611893084593,0.7304805946542294,6.242391390057685,8.828074565460616,4.414037282730309,0.12717940084983803,0.17985883353632526,0.08992941676816268,250,720,250,720,2,125,125,125.0,0.0
CricketX,7.76994695444332e-12,2.8374025351496357e-11,7.203015961465553e-12,1.6917469843415222e-11,5.219939758216441e-11,2.1940456396141172e-11,0.032257666227793434,0.0895419495704761,0.050478282792602996,0.009361315872916932,0.036035176513240036,0.01000880224768061,0.006967555999234752,0.025883264900587483,0.005670250736452914,0.006564349028593028,0.023509755064518523,0.006781380359310973,0.007654501850668575,0.02506762347821112,0.007290442252907869,0.007855376062718612,0.02954829536695397,0.005366192310091611,0.006403831079730048,0.02289192322673972,0.0055618311814762955,0.006936306914021888,0.025448753883933917,0.005552235610198131,0.008743080851964541,0.031376643469864185,0.01065882764832321,0.01088219560477402,0.03829655491228845,0.008137785222972482,0.09698570147973617,0.3716542262291223,0.06703140455998996,0.012811202870960287,0.04156173798621255,0.012105492344688565,5.492071778903825e-11,1.6461884633223178e-10,7.153369563361878e-11,3.691080996079699e-05,0.00011616320496723979,5.716078762237135e-05,0.1314095473323673,0.43186061684708593,0.049960964319086254,0.013311013430778902,0.04651112349478029,0.00434955566105125,1.3253803094777532,5.134068776968333,0.7753520835445242,10.19820936336083,36.72533076967568,2.7632944987026438,0.13105390960033939,0.45833879651771425,0.02847964300542638,390,300,390,300,12,25,39,32.5,4.337992832887327
CricketY,1.1056402922862338e-11,4.0572212256506646e-11,1.1952772105416898e-11,1.021220705183798e-11,3.3574781843626056e-11,9.094343333959642e-12,0.05316307758617135,0.1986838106889406,0.046783139946652286,0.008318723072545399,0.0344983380026343,0.006542520560520848,0.01332117005206347,0.037174787941959386,0.021447261870133905,0.007726789364428036,0.020286608055405053,0.009658381476426725,0.005421624679148849,0.018951068588932918,0.006568475814478059,0.00815249590226056,0.02417510071411444,0.012470437165358117,0.009589701144218123,0.027307377174023206,0.012113987904705192,0.008816330244893398,0.024299734203621637,0.010542200992175066,0.0032823509577269896,0.009717707368822603,0.004427418921120085,0.010460861882304925,0.030825598245704966,0.017279089409493298,0.03613786315629245,0.11230704962276838,0.05238076816745463,0.015715977209794518,0.045354075248849705,0.018943796263628486,1.7658999916351698e-11,5.7259003094500827e-11,1.6276313630214645e-11,2.5453821524392562e-05,7.577451751905397e-05,3.6846338424078575e-05,0.05963968104491135,0.22515187833882128,0.04567664713152769,0.0071320662758681585,0.027324237012620885,0.005383011343779963,0.6599230112619078,2.2224654550420957,0.7711459021553884,2.3675297876245756,8.877282181872223,2.2434512083716593,0.05640193121013322,0.21358037614085046,0.03175770167936076,390,300,390,300,12,28,36,32.5,2.3159525823376357
CricketZ,9.53899873714177e-12,3.049743790839443e-11,1.3458179015657379e-11,1.7667706356580078e-11,6.071707026045203e-11,2.0189024063643757e-11,0.02758467699604673,0.07364814348231137,0.046073927023319694,0.008424986369055708,0.033687395019855515,0.009897338037565928,0.006279871715360589,0.023390942938782244,0.0046411733354324025,0.005871970867746542,0.022254398817897286,0.00560511537870656,0.0068183978449990025,0.021614149463092813,0.006353053263480624,0.006668208932703051,0.02371217569130535,0.004626628756998485,0.0054500149106232855,0.019023163786116404,0.005247348872826574,0.006541708492172642,0.01893225722777203,0.010473295817563733,0.009479954796359517,0.030749138338723392,0.0106265338553721,0.01095723671382985,0.0403598505148533,0.007999155388334622,0.0948334447507433,0.3619513547761112,0.06829448442881497,0.011954955835531076,0.04052978929104358,0.01279138058160871,6.309303097645135e-11,2.235587270860151e-10,6.523109830069984e-11,3.400158507756768e-05,0.0001271086549758719,2.6702771484359364e-05,0.1295672761261645,0.4270915244300361,0.06404450774871547,0.013232152535215556,0.04608702572115543,0.004475210661784329,1.2859067489670999,4.870169143895674,0.8074018977225306,9.994536593613372,36.13810728284435,3.177178660193539,0.13396096310971267,0.469184455778481,0.030541484035299105,390,300,390,300,12,25,41,32.5,4.482288376589473
