,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$
CBF,7.412111807121007e-10,4.833983959013734e-10,7.928112456019475e-10,7.59361869188587e-10,3.689492329258635e-10,5.265079189349289e-10,0.06033637758944098,0.04803624034540012,0.053712376654662865,0.19308201607618042,0.1717719117094473,0.20565078055345837,0.17466264035050014,0.15939552438201648,0.18388919106764195,0.03137084338034855,0.041410342546698294,0.041612363623130005,0.16461316139635393,0.11533907183272606,0.16574920937925774,0.5175086649069072,0.25695346008981507,0.3330977804736524,0.5196350827808899,0.28066314973300016,0.3325166619839712,0.32523897517999767,0.22600754854293126,0.28390546053168264,0.03968237806686269,0.030341659807537603,0.04477271235655741,0.3153876293692105,0.22394268717273763,0.3383705951689161,0.5559079933804569,0.34313451531370837,0.38668497603420804,0.16848230429755753,0.16354054079602573,0.20492328030063975,3.1168358550120496e-10,1.5375758948667346e-10,2.4263212930959494e-10,0.016591285048956392,0.00665790341096986,0.0143271371952879,0.5376211154760261,0.37026350330168667,0.5775085068808309,1.0,0.6324920224474498,1.0,0.251129634895778,0.1728817489222142,0.18668798980098597,0.034297924322830395,0.024255269445345975,0.025167299108916227,0.3006064647292126,0.1605619040994246,0.25197631709513163,0.0015712682379349046,0.06022003474232773,0.052443384982121574,0.06022003474232773,0.020833333333333332
Car,5.299315644890463e-10,4.1737797707375957e-10,7.643873095375937e-10,4.766328951068716e-10,2.95043943927522e-10,2.161848703263488e-10,0.09465606695525583,0.09748094409271127,0.06919523688261864,0.04518292337612676,0.04846195666354666,0.0679845395954701,0.0161126572100254,0.019243089739651817,0.018619988944632432,0.021932532450808753,0.03401378220957692,0.04528452092935054,0.09262380724680537,0.08476622881379742,0.06324693266864068,0.1484566687635482,0.08984229241800597,0.14923658534692646,0.12301931333257393,0.07454801611145502,0.12000005803309984,0.0412836903492675,0.03571134452132471,0.044755351868802716,0.06452225704206886,0.054372136250767006,0.06515946803176909,0.1279764525682911,0.10033909357554915,0.21011535081021268,0.04492435426181977,0.03619775209429382,0.025307803995884556,0.03730248603910926,0.04641860786068674,0.03999973755982074,2.371058745646834e-10,1.5866793891570964e-10,2.2024889864560024e-10,0.001278941172643077,0.0005574094172391895,0.001979436250374564,0.0016979205334055893,0.0009625300853582464,0.003661220004305788,0.014419414669974434,0.012074576015472174,0.015657487157011468,0.03674424530441529,0.030115893958768562,0.039124450948150626,0.0029838724474774343,0.0023629286315380955,0.003018698346875287,0.00019041073068207782,0.00013527746951414796,0.0001684963235576431,0.0049382716049382715,0.32020845396641573,0.0023837902264600714,0.32020845396641573,0.041666666666666664
Chinatown,0.4759752539694785,0.23684184260630756,0.3884390235822475,0.33715828926307795,0.11776949136893905,0.16806251210303685,0.02911792700647929,0.016839655442069817,0.018829490179403954,0.07564168647821212,0.0499125104016319,0.059756840459694364,0.1912492790826767,0.13090743756489975,0.1510234549676178,0.11377407953281721,0.11322172537612055,0.1137740795328173,0.4137573164657598,0.22299319850603266,0.3204546886152382,0.8686906359575449,0.3414506409866913,0.4426344389922498,0.8277768675833892,0.3326443470276673,0.39410156982383643,0.618672959868411,0.31370215318548117,0.3940653966829205,0.45543760776965203,0.24662895441403845,0.36393023008039616,0.4558143698910567,0.24082159730438032,0.3638741154631106,0.2309006157527672,0.10576278763349016,0.11918614763652553,0.17033911717223313,0.11690012988546669,0.14648085402615296,0.18560486751591515,0.07344769538047871,0.11590168181921331,1.0,0.31442463892129646,0.6753723784616447,0.0935142472227597,0.045079299524453866,0.06978154097369832,0.04923892731121147,0.023432752112851365,0.03783581719455366,0.04490213206795408,0.02348748696588899,0.025363184688232017,0.001350738749451358,0.00048514746181315934,0.0005018114830511977,0.03525111503896905,0.014773196937702815,0.023185673087144476,0.0004489337822671156,0.0,0.019249106078665076,0.0,0.0
ChlorineConcentration,3.0582069683350943e-11,2.1085941763703287e-11,3.458258278973089e-11,1.9605745353639443e-10,1.0121535715718283e-10,1.4443909555640663e-10,6.0505874684737994e-05,0.0013897875038431904,0.0015540098338171647,0.014012907996155224,0.01393276329906066,0.01668074610804222,0.013331704202350433,0.01369602272690397,0.015800635242796075,0.006084287574024716,0.009163317329207327,0.009208020732190486,0.0042174763953480585,0.00319425629521572,0.00459033913723997,0.0051666712636270085,0.0031888173781760205,0.00413377578428047,0.02029102953589303,0.011667035143124553,0.013822561261542637,0.023307228973801126,0.017689655474986785,0.022221336484780085,0.024439555158993646,0.018930617557927874,0.02793436812717004,0.009770162046322332,0.006544483736206145,0.009888516052257304,0.024919096955078286,0.017498543086886052,0.019719449406015215,0.022875537303240594,0.023667836735237938,0.029656809973828756,4.234237532862233e-11,2.495606941006135e-11,3.938115971221501e-11,0.01583358756356016,0.006422342250893499,0.013821180683654408,0.012783248564594,0.008701785943232121,0.012983441978422725,0.03462853764796338,0.02070676887629752,0.03352943264235754,0.06702068377625392,0.04662771381647033,0.05035137726035575,0.08701735761321674,0.06401793455443856,0.06642773205491381,0.03383880078779342,0.01998204394991525,0.031360074833784155,0.050617283950617285,0.08222350897510133,0.22765196662693682,0.08222350897510133,0.020833333333333332
CinCECGTorso,1.9791366759200264e-11,2.033880209491065e-11,4.237314365256581e-11,3.5842146671913397e-10,2.153332136125827e-10,2.3223390012052498e-10,0.16079595962271329,0.15859245628987173,0.1503163743283556,0.01534967933871835,0.01858812868014312,0.015994330095413567,0.03163569289261253,0.03812798003220908,0.030048953179076455,0.017761944070953602,0.027498343868551108,0.03597298331665351,0.04161163846234197,0.031607515824626106,0.07083880548638648,0.051957213019607686,0.031616637436071814,0.053713409090113226,0.0431813566024709,0.029029944177676823,0.033679385833060946,0.008188181789237572,0.008295758653225908,0.0051602799805234075,0.026972115957877914,0.02420925099479493,0.03130190386398096,0.0952074002943563,0.07495226325780152,0.1575543937407371,0.2746177658361432,0.21940577268478217,0.18115556747378578,0.021429341977384848,0.02656361720827502,0.032093617645178464,1.114114299167807e-10,7.493937819193566e-11,9.111643797566811e-11,0.00030090339131333795,0.00014682304792409557,0.00021350632952458955,0.09476924419027297,0.07503861705654528,0.07891675397788417,0.06163035455092195,0.05156408211031847,0.05515616019229885,0.38583143541374487,0.27770649949478815,0.4849938969913017,0.5309683732610193,0.38663950320136564,0.6554518304023248,0.00872967409571695,0.006010672128241138,0.006035186751438227,0.0026936026936026937,0.9351476548928779,0.08104886769964244,0.9351476548928779,0.041666666666666664
Coffee,1.940422726229517e-11,9.655403092548656e-12,1.5835611259776327e-11,8.945199352764692e-10,3.124560811694887e-10,4.4588977556025375e-10,0.03702736003762493,0.021413886531974697,0.023944228998258398,0.008848845625751896,0.005838950979298892,0.006990577298442475,0.03591708675639877,0.024584739951065512,0.028362577680505114,0.010247280699858665,0.010197531863281421,0.010247280699858663,0.047134808993661625,0.025403156391887827,0.03650586935361836,0.0028673332952557883,0.0011270442561043326,0.001461026989373185,0.04196236915257199,0.016862690216557754,0.019978132035552383,0.008693253196405779,0.0044079706449092265,0.005537190877124068,0.01583595519740889,0.008575499708095827,0.012654165400962489,0.026988403918995416,0.01425885397606416,0.021544695061133205,0.07466419721318791,0.03419953475628089,0.03854012256832662,0.0029457506979487414,0.0020216063398533677,0.002533159060272447,2.633312337724096e-10,1.0420563049422288e-10,1.6443811147064975e-10,0.013856127726292916,0.004344600762074932,0.009358446524006588,0.02090456724904769,0.009661175573071496,0.014481386774704542,0.10726985773952286,0.05213238910298718,0.08317420069252797,0.008593388612929256,0.00449504497322172,0.0048540167793730896,0.0010572621330562748,0.0003304326698149007,0.00034126894186377966,0.0036985875262874244,0.001548507924155629,0.0024317671425749194,0.0013468013468013469,0.15170816444701796,0.0004767580452920143,0.15170816444701796,0.0
Computers,1.410246458550336e-10,7.01728434380363e-11,1.1508875634473076e-10,2.5623022606114376e-10,8.950129466663512e-11,1.2772248774537888e-10,0.06227531585463355,0.036015436858013346,0.040271151447119444,0.04308113693253946,0.028427283887686373,0.03403404585964026,0.03669953821974123,0.02512031695599,0.028980454641428625,0.012665467260777266,0.012603978532266148,0.012665467260777519,0.006712053200727441,0.0036174398668228206,0.005198479477730563,0.0322901547211175,0.012692083430750659,0.016453192803443286,0.05844605968376481,0.023486705320244383,0.027825957420910177,0.05781099961660732,0.02931344382885599,0.036822870845041974,0.06169413339117344,0.03340865873211098,0.04929843248916812,0.04052063571025428,0.021408373364500657,0.03234740159814493,0.2252504274605796,0.10317474921493645,0.1162696366788937,0.06083964037721827,0.041752957161863516,0.05231823804797562,3.4227627538484245e-10,1.3544582072064975e-10,2.1373585440168573e-10,3.9045387068307395e-05,0.0,2.6776373853398613e-05,0.08888555610536596,0.04282147996392327,0.06625629017209671,0.3312988807470547,0.1629276423949141,0.2582035115242715,0.4617245382614927,0.2415196912662338,0.2608073202691571,0.3739415911951861,0.19690732563969085,0.2043227598420145,0.6988231628611915,0.2928977930419129,0.45965504507051,0.026262626262626262,0.4030110017371164,0.013706793802145411,0.4030110017371164,0.0
CricketX,5.94946450133614e-11,9.03513363594638e-11,6.81383003093421e-11,3.055242861331219e-10,2.4771082448376663e-10,2.9430068243342013e-10,0.21094902361100717,0.24391012316432542,0.30815780743188836,0.059502954893580595,0.1107112438399954,0.07244337652592837,0.04368945999232077,0.08175233205655286,0.04004850589479892,0.026986741219272144,0.07034294217258168,0.04013175478904894,0.060091360364764666,0.07536197609131985,0.06282668981235125,0.08541872230270675,0.09065415804805822,0.042012406571383096,0.06742746316627245,0.06961304273147997,0.03962850040033552,0.05265833122733236,0.07314809010063424,0.038372349063966325,0.06642041429496497,0.09234940798525633,0.09225403129882123,0.0847587402212893,0.11185971553249875,0.07158187399221665,0.4817184817739754,0.6081618152150552,0.2428881436023244,0.056839628779220386,0.09408826099009672,0.06681665272702958,1.4284837533334932e-10,1.2418165984664165e-10,1.6949932169292687e-10,0.016049375204273946,0.011241899150330486,0.02378910738269322,0.706083071015333,0.8012283363049462,0.2869366707810231,0.8175576641967596,1.0,0.29342953240218544,0.5924000148965124,0.8488385305152923,0.27683057776427,0.6114143922793701,0.8211916114455131,0.12765926549152148,0.7201129193217793,0.7464051284797965,0.1455643839973938,0.04197530864197531,0.15981470758540822,0.02205005959475566,0.15981470758540822,0.20833333333333334
CricketY,9.213117987187505e-11,1.329730165877868e-10,1.225761565500613e-10,1.7015227525568432e-10,1.5483891860851641e-10,1.1147515962903732e-10,0.35284205775715655,0.5468465254272991,0.28522133127275534,0.05249958031900415,0.10589449411798277,0.046429929277137884,0.08614898402146866,0.11827448186262368,0.15779245982078166,0.032036457079234824,0.060490410830302634,0.05780642417348184,0.04241176898707388,0.05690565235214695,0.05656544996734855,0.08872791008580959,0.07402117561687538,0.09902919361258307,0.10188181909167797,0.0831819008072782,0.08733858980886658,0.06823105039508782,0.06973561063157364,0.0756047385639182,0.024128536564379428,0.028118573140765386,0.03771633980039536,0.0814561457940262,0.08998221701502038,0.152475691740665,0.1712596859967268,0.17958059289123612,0.1883210284966332,0.07090311856029309,0.10299816981221088,0.10708006428247517,3.923537797163425e-11,4.064693495709667e-11,3.380644695395291e-11,0.011048475969112825,0.00732217143808513,0.015319940083139562,0.3192701757034331,0.41696081728657025,0.2620660147893989,0.4368251627056422,0.5865606118138302,0.363788397350884,0.2949262259924111,0.36742830562381124,0.27532858330997295,0.141328704365364,0.19800849277393703,0.10351679851420517,0.3099131903824913,0.3478136540241816,0.16231965505677848,0.04197530864197531,0.15981470758540822,0.02205005959475566,0.15981470758540822,0.20833333333333334
CricketZ,7.706242036996477e-11,9.777075136742224e-11,1.3982991073864606e-10,3.20670750720368e-10,2.901843179699844e-10,2.6937434632728573e-10,0.17923165583201353,0.1997949469590389,0.28081910760078205,0.05321337929088059,0.10335284165423221,0.0716068696832539,0.03909384761598785,0.07369097879884814,0.032368493434558034,0.02397900579222607,0.0665055631356995,0.03290544732709292,0.05347121244170283,0.0649413331637835,0.0546972020987208,0.07219658618010659,0.07258816894787828,0.03607686543095008,0.05711218943802898,0.057724197687242,0.03733857058075612,0.04938977050971125,0.0537947131042448,0.07509060587895856,0.07212730391645902,0.09048850501872344,0.09197139393793155,0.08534694461929263,0.11790174582403233,0.07035510193115467,0.4707372037089309,0.5921274455265266,0.24759255525675417,0.052694101441057094,0.09166374857300717,0.0708551103170274,1.6557298152621706e-10,1.7004170001908793e-10,1.5402233890041465e-10,0.014779517896290225,0.012304156590037372,0.011091050360945017,0.6961539141688252,0.7923626863847043,0.36869228047270625,0.8126984373276966,0.9908615332549336,0.30198427100826086,0.5747544805577626,0.8052048456827584,0.28827531556872005,0.5991876559980452,0.8080507350667991,0.14688079799387652,0.7360866763108289,0.7640673903522827,0.15610315366969343,0.04197530864197531,0.15981470758540822,0.02205005959475566,0.15981470758540822,0.20833333333333334
Crop,0.7740262633211513,1.0,0.8248307021129083,0.5669513950675376,0.48080809526477003,0.5393630520422222,0.5640568771938188,1.0,0.47770986366636353,0.5278298271307468,1.0,0.6530499930709895,0.5467072146203411,1.0,0.6671309167097769,0.3685088760082852,0.9371554658737768,0.5290562963015896,0.6724437953107927,0.9349712175468167,0.7245384168539187,0.9304965523798584,0.9465015244103794,0.7210109133537735,0.9004527446387016,0.9214955049406722,0.687423778152387,0.7036174240145724,0.8648360035373608,0.8275731874303548,0.6789287219518076,0.8436148160140253,0.878099363155664,0.6820879930634978,0.7944461717552751,0.698829118869805,0.3809003511353147,0.4142550501431224,0.2888147928128801,0.29330243527076927,0.5073280914122288,0.43362506885904156,0.10599934533875066,0.09530607461463657,0.13615222588215545,0.4056165776964676,0.44389176178229217,0.27274670406379486,0.12342097334429233,0.21266474522498865,0.09081988927095841,0.5828382392783648,0.8787504424597531,0.45327094961236414,0.25338450679650193,0.3601779964691611,0.2572340311825303,0.05039155241439537,0.06500707829724299,0.05961050578592203,0.7758701148724787,0.8555343035845877,1.0,0.8062850729517396,0.012738853503184714,1.0,0.012738853503184714,0.4583333333333333
DiatomSizeReduction,1.3458129216453095e-09,1.0334260557550597e-09,1.329786707461982e-09,5.986565102940974e-09,3.203129954808748e-09,5.007429033811741e-09,0.40255672120801383,0.37781449270684403,0.29947477346997975,0.13238359305209121,0.13715159433132035,0.18553005920001117,0.10484857634297692,0.11095430925575644,0.11966497616398314,0.07769281844425774,0.12926793343968235,0.10564404563896414,0.15924642787012666,0.13662117041159808,0.22407576220367595,0.15562960561714909,0.09797170730313663,0.1421583590339787,0.07211942680299342,0.05071144909517233,0.031764780563616785,0.056479022416594325,0.04296804346658202,0.07708404785009174,0.1276073889964519,0.1035725144108767,0.21002552909277986,0.05971553368332919,0.049237835321686206,0.07776345774712835,0.20645964466893085,0.15195601595826497,0.2042548369698996,0.06550078247385428,0.07231677429386064,0.07549238504968088,1.9603644810142865e-09,1.2651528520727515e-09,2.033023266667806e-09,0.005594000964331148,0.002780348341438688,0.005190430571646551,0.007843914491376182,0.005802857297311824,0.009292879241683493,0.015015404536485878,0.011587400437534026,0.022721984683473702,0.06572885748663655,0.059311259025815,0.04041244439077308,0.004023420884695647,0.0033696070906648473,0.00262849826894827,0.00024018633797581108,0.00015846556162533047,0.00029552562596951585,0.0,0.18587145338737696,0.017044100119189512,0.18587145338737696,0.041666666666666664
DistalPhalanxOutlineAgeGroup,8.09523984932773e-10,5.538665457116156e-10,9.083844863972335e-10,2.6466280261416525e-09,1.2919825348441889e-09,1.843719139531814e-09,0.3821430210868196,0.30462848553722033,0.3406244917850135,0.12789953929370387,0.11286702826539705,0.13512798588857713,0.13640424699095774,0.12299768312575937,0.14189824049878982,0.1963978144257015,0.24187442248357424,0.24305441106097495,0.10026268544493647,0.06855198429186839,0.09851333999145774,0.22968690647296322,0.12661434657991114,0.16413461724605102,0.21412444911868508,0.1198389044066375,0.14197956698989522,0.07499461394099108,0.0547737850505332,0.06880556322162376,0.01433505587100064,0.010402740568161801,0.01535047568697965,0.03359855809988386,0.02484061420501966,0.03753341320956098,0.11469467373403905,0.07550451392085608,0.08508750898832883,0.18408809024417794,0.15952836332938983,0.19989585062718143,9.539352049695028e-10,5.34005251550631e-10,8.426693165730582e-10,0.7070363700404155,0.30894896116270143,0.6636112934989526,0.2275230200707826,0.15201286299868674,0.23674246067939086,0.494389408548505,0.345161303932989,0.5460879762613416,0.021994623488068757,0.01500385594576499,0.016202055585628806,0.007698133236264642,0.005494807950315746,0.005700174321683149,0.03744137263435238,0.02217929097657963,0.03480828129683764,0.0430976430976431,0.03242617255356109,0.0070917759237187124,0.03242617255356109,0.020833333333333332
DistalPhalanxOutlineCorrect,3.271588581620573e-12,1.627918805861006e-12,2.670231436612344e-12,8.088877064767063e-10,2.8254471801543435e-10,4.032046791561339e-10,0.08296524731503394,0.047980963004007685,0.05365056754220964,0.0414192899859122,0.02733070663152822,0.032721188789925616,0.015620911947477915,0.010692294189445065,0.012335335868289431,0.044264894788094825,0.04404999611581075,0.04426489478809481,0.029047495035228903,0.01565505567810262,0.02249726012358589,0.0016722071190851389,0.0006572836969109844,0.000852059904179125,0.03668727825747167,0.014742880839140634,0.017466680358010352,0.008540761678714719,0.004330648827818042,0.005440060997028772,0.09462203039570627,0.051239801068051864,0.075610394717339,0.03373565329062864,0.017823645870352286,0.02693098728684533,0.0924087011272072,0.0423273095263989,0.04769947043900377,0.06093629496302948,0.041819289157842644,0.05240135487111158,2.425330431896835e-10,9.597535514191178e-11,1.5145073673918384e-10,0.03479420186753589,0.010928304226892714,0.02349943495184986,0.024520662146386492,0.01142506294098547,0.017235435621820144,0.07331455387310849,0.03533953591825833,0.05664561365931539,0.0035509462704484324,0.0018574352798550718,0.002005769034287119,0.002914129434680376,0.0013093346411814806,0.0013570438915423786,0.005973091209911126,0.0025018262871299214,0.003927838590465183,0.06554433221099888,0.03242617255356109,0.015256257449344458,0.03242617255356109,0.0
DistalPhalanxTW,6.789691815715037e-10,6.339270611293706e-10,1.0589131371497165e-09,1.4622896886390503e-09,9.59054421226473e-10,1.2820130709042422e-09,0.35374424826378686,0.3966198758499303,0.1820403160659105,0.11115826784608131,0.14252669744665347,0.09454793064788648,0.11866362418809177,0.15708881558835258,0.09838887215124431,0.16713631378420096,0.3045183218115797,0.11709789112537922,0.08288828087052558,0.08539505514428983,0.041391113688967404,0.17479277393107592,0.13705501123625893,0.12404045733916114,0.24095681959975637,0.19644127899428407,0.13341600497952602,0.09217182225978611,0.0857130122204195,0.11718427234025339,0.014824487758192314,0.014709818497754473,0.021300666092952763,0.052057089499086405,0.05548823958061783,0.06471199105351026,0.08024165452695683,0.08085562904524983,0.02271379416952681,0.1532449750094282,0.19834843956098205,0.10394325047971885,4.5336896250283887e-10,3.2060351958616115e-10,5.948930968867186e-10,0.7175259243212617,0.43118167579902134,0.48967161168306655,0.3005201950437353,0.25439769485812314,0.4548417491919317,0.530665025681811,0.48272299594121565,0.5635459440549334,0.01493640668645385,0.0143140257912005,0.013908808306948945,0.007204971831913312,0.007290325086106037,0.0040271121890660296,0.04144644571013512,0.031362371192136404,0.041376153120562385,0.0430976430976431,0.03242617255356109,0.0070917759237187124,0.03242617255356109,0.08333333333333333
ECG200,1.3279539025330794e-10,6.607802539086191e-11,1.0837309565157814e-10,1.2276534238814914e-09,4.2881970846373274e-10,6.119452645614318e-10,0.08307730537081522,0.04804576909574784,0.05372303135669705,0.005368479925004787,0.0035424158631753295,0.004241092621354577,0.012883484593703826,0.008818563725615623,0.010173676809113852,0.0564833376365071,0.05620912046458415,0.0564833376365076,0.04437550485985426,0.02391603814657326,0.03436879065602062,0.007929062487856929,0.0031166255935497324,0.0040401910424405045,0.002890326474495428,0.0011614854201134777,0.001376073970547334,0.0034310737831540748,0.0017397483053770758,0.0021854316239947346,0.0,0.0,0.0,0.04874143541030025,0.025751689954887257,0.03891002098192812,0.263951745598995,0.12090168025002751,0.136246460917042,0.007713378061113411,0.005293528064303318,0.006633016682105033,3.993620967076044e-10,1.580358641347822e-10,2.493833176815598e-10,0.03508908037009112,0.01102102491389941,0.023698587627694095,0.23122584001801946,0.11225334938847584,0.17466386960156355,0.6120498522556111,0.3017751657320993,0.4775485249461843,0.003933975473811364,0.0020577908756189154,0.0022221249171476046,0.023113507384836206,0.01195802821152526,0.012406849175373155,0.11923395457635459,0.04997313250261648,0.0784260005701416,0.009427609427609427,0.04169079328314997,0.004767580452920143,0.04169079328314997,0.0
ECG5000,3.8801657462193644e-10,3.1683415824924277e-10,9.592982988144131e-12,2.38816133794777e-10,1.7593771159868685e-10,4.655369126094575e-11,0.2951660571080715,0.3203905765161362,0.23528276931647446,0.16870456950062257,0.2014347369980127,0.22709404704839056,0.08689382517355708,0.11537808547730057,0.04536765456877432,0.05491762638499424,0.1090350647882142,0.027887498797673396,0.08500033000856234,0.08602680402852425,0.0853873550792237,0.09004665681647511,0.05605963741043376,0.114808797902028,0.09011196292874421,0.06200037215088142,0.07410045307839269,0.038112710368165215,0.03810960849885616,0.020219754372557686,0.02827181189424673,0.030271506645688867,0.012078598387097744,0.10108441131992534,0.09880894648114251,0.10515888504481578,0.20541053868676631,0.14658059408397256,0.2840665567653145,0.05661675584076642,0.07872428114718863,0.006665324129795173,8.473854378350381e-11,6.710751856997646e-11,1.4194521454963354e-11,0.53431876852429,0.30288459806417756,0.2760691863709161,0.13962752818676094,0.12389086360570856,0.048879080766144535,0.32843117509162073,0.24457198837520386,0.593006507115116,0.2418714621530275,0.21450925538761648,0.17590762030542553,0.15350943476206552,0.14226761398305726,0.031483784413846555,0.08455561746736473,0.05362466621674339,0.12767785363327674,0.05432098765432099,0.0671685002895194,0.266984505363528,0.0671685002895194,0.0625
ECGFiveDays,2.2553730585720496e-10,1.1222573158984467e-10,1.8405828309484818e-10,1.2737814340805633e-09,4.4493223623482686e-10,6.349391795678988e-10,0.26467695625112664,0.15306957620070197,0.17115683226131193,0.007809118028847289,0.005152882001840106,0.006169193759517344,0.014724208375007295,0.010078513225195393,0.011627237661353361,0.008589498316182543,0.008547797736240573,0.008589498316183055,0.018393660548833776,0.009913205240826482,0.01424587440294556,0.06842207182830416,0.026894223692948485,0.03486392522813992,0.08226927485607115,0.033060128020768374,0.03916810391633713,0.0791094687807859,0.04011297131714074,0.05038898775066214,0.08149889677923429,0.044133350772223065,0.0651239857011679,0.07794285430399651,0.04117975191619626,0.06222135377898467,0.21315139610901954,0.09763285284868281,0.11002436560317656,0.0371927953832897,0.02552462806716302,0.03198344879206805,3.0042104924972755e-10,1.1888283969328806e-10,1.8759909332101617e-10,0.04700605522428906,0.014768161737872458,0.03174697843820193,0.014630593699799936,0.006600807135758422,0.009703074780498915,0.050474322635529756,0.02404372624484544,0.038801006388869845,0.5184931922659864,0.27121433959571034,0.29287336679539555,0.20845673338895337,0.10966713707255284,0.11379643469014573,0.018561799371622608,0.007778162721795104,0.012208153536606123,0.0007856341189674523,0.06485234510712218,0.050119189511323006,0.06485234510712218,0.0
EOGHorizontalSignal,0.5699498611202853,0.5779490808231632,0.7888100828017062,0.45798977325974527,0.39877084154433245,0.3071951138194756,0.2626234774896697,0.3651884327736866,0.24514908397988264,0.3097096557108634,0.41281210067906987,0.5654110906832176,0.34178926766542156,0.4470517928707268,0.6480034019272461,0.22687491808280022,0.45423007440358276,0.5350521998252644,0.6250578983087102,0.6716257713963094,0.9025899140614283,0.923272433482877,0.7383992910273767,0.856483896191727,0.9020334599710128,0.7251010022159168,0.6851123345069662,0.5500732596674914,0.5858851024907763,0.34496473805111816,0.4914164291624309,0.5116358771363986,0.40441570435553603,0.4629539585836836,0.5061864244206393,0.3720903922887265,0.25858151632044496,0.2701898023988335,0.2095412146403232,0.21530735242300364,0.34386760658181315,0.3522337777878868,0.08766522646658242,0.0832823515132544,0.06991807821464291,0.03660460666233113,0.02454192469718761,0.041498689354043154,0.013432424707218466,0.015555396398673956,0.017637208595603162,0.028045630398839824,0.03278467239267988,0.05252732075362156,0.44781927982426295,0.4205521876567153,0.6728167735724498,0.1843224280471676,0.24890177479422704,0.08535429891034985,0.006624219424405388,0.007116254131599738,0.0020362425706783155,0.0388327721661055,0.7099015634047481,0.020381406436233613,0.7099015634047481,0.20833333333333334
EOGVerticalSignal,0.21530269741946528,0.30765135480191885,0.1410307543965593,0.18916279024828972,0.18044359633174786,0.08828340549393267,0.06512825280988445,0.09754679512649035,0.07164488832166742,0.08998542398965802,0.14381762483805743,0.1628438692294052,0.09687234722733867,0.16593850120112943,0.17245656116322539,0.06821957562544538,0.1794338582787555,0.12979166800475792,0.18113157341902245,0.2791667822186328,0.18179599778946784,0.2908039959862985,0.3191713917748133,0.14488663644147942,0.31621278263606595,0.34682549185356143,0.12438192717303019,0.2253667463517372,0.30329299000722737,0.06736252127767846,0.23224428109942435,0.3301972683768273,0.11528655624640212,0.2486532913905935,0.3493852214785078,0.17135546107437172,0.155878183775717,0.20640263704484202,0.07896242019780958,0.10273132978962013,0.1987429615536444,0.11335207540697727,0.06421248393796998,0.056922741605953384,0.06771621277770726,0.015256612239503677,0.013256096477754067,0.009071504351836514,0.01577769617253399,0.021174830541991815,0.011744915023363897,0.010277192963274291,0.014521151127607195,0.008091655952416413,0.6586520767843728,1.0,0.43640187873910546,0.4123376945838534,0.5715568338245552,0.25678970200649315,0.004386562851397065,0.004791126769332524,0.0028532805076906228,0.0388327721661055,0.7099015634047481,0.020381406436233613,0.7099015634047481,0.20833333333333334
