,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$,$min(||I_{c}||)$,$max(||I_{c}||)$,$mean(||I_{c}||)$,$std(||I_{c}||)$
ElectricDevices,2.442849759588254e-11,3.463317481871278e-11,2.9262640566089114e-11,6.59079852221565e-11,1.0411601693740779e-10,3.340126818255998e-11,0.036825401791801916,0.050695092219988414,0.045861750475032055,0.03437866721056987,0.04836076401582874,0.04048604622589106,0.03054577566146288,0.04302068894534401,0.03689848967122546,0.024512634838751147,0.03547828323148364,0.028016262881506722,0.016512143405228195,0.024278906358910765,0.016655282828053102,0.003392253687865945,0.005034874513166357,0.00372010621396269,0.013563606577105744,0.020426954392984767,0.00955451960124541,0.03492685301327226,0.05195530373938807,0.02295093604701274,0.05230173790786046,0.07642194396722851,0.049148170662329654,0.06632056285219795,0.08855687626729067,0.09096503989054029,0.2411906783497068,0.3100703872432822,0.30009543771567626,0.15233788998963768,0.20684594136307213,0.09398591364631026,3.903974767191035e-11,3.871070383108124e-11,3.007275052161197e-11,0.002113572365593464,0.003151710111713976,0.003005058791101402,0.49443215928000206,0.43173819690003207,0.7128696474470447,0.17195746241362306,0.23353665939158655,0.275531604126429,0.6074537363630574,0.6745655189280617,0.7536257805785425,0.14300626383413842,0.19181255760085816,0.18485400856040576,0.5681811255958514,0.5477728402914712,0.4776200092466517,1.0,0.02863202545068929,0.45834326579261025,0.02863202545068929,0.08620689655172414,0.28619718309859155,1.0,0.7012343737715229,1.0
EthanolLevel,1.763954106138964e-11,2.2485418628111684e-11,1.2924077198634065e-11,6.094010440698672e-11,6.763729040919839e-11,5.563585449762114e-11,0.002658662331295205,0.003166401177478008,0.002553933329095973,0.002583534943315181,0.003095829541530261,0.002378824642942427,0.0022591911174225567,0.0026702602184437473,0.001959116962595108,0.0022288445837504865,0.002516145935839488,0.0016209225167013298,0.0029316291566649512,0.0037006541204303617,0.0029707072648297713,0.0064629983462865855,0.008082488857915657,0.006437957919142867,0.006466166681235216,0.00724256906455927,0.006987007779244222,0.0054010476653922005,0.006808400680133656,0.0040765232359438516,0.0020472803426459553,0.0027316339806071678,0.0018692227934200098,0.0051899652236540045,0.005674494061135111,0.008044175122021626,0.007399409797934065,0.008444135513512474,0.006017342477733511,0.011074912549968759,0.013254970669295965,0.006854567429195638,1.2797924063655058e-11,1.1163479835717692e-11,1.081320199515258e-11,9.200032960179367e-06,1.1939563176204148e-05,6.890806312828745e-06,0.001720639087022097,0.0013746807960581245,0.0027448678316871525,0.0003541110031370611,0.00048598121726135097,0.0015329573273964812,0.002403933901322753,0.002185309229860923,0.002322361326898518,9.48861426317586e-05,0.00011060343916781771,0.00011090094283692516,0.0,1.464478434846576e-07,0.0,0.054769921436588105,0.6136443973135384,0.028605482717520857,0.6136443973135384,0.034482758620689655,0.07042253521126761,0.05197505197505198,0.06879471656576774,0.0
FaceAll,5.0161988144036496e-11,8.411923444566704e-11,5.664835394836517e-11,2.2631436262459378e-10,3.7162512768868987e-10,1.7603858685910903e-10,0.04757674556026774,0.08733826837833616,0.07264628360786202,0.014907152233327945,0.02596946385295166,0.01914632686949569,0.017399736278491628,0.0281293513716383,0.0300005554281179,0.013313586881864122,0.02051224079383467,0.02210317944247833,0.010278879027220206,0.018493906304924226,0.014582837174005605,0.007553648332348374,0.014698622221556516,0.0055179334708216335,0.00821119778872368,0.012330222480122657,0.01358510623388408,0.012786832104857999,0.024971986963877833,0.016512021825571353,0.022276486433117273,0.03712164671665283,0.027953437058589402,0.030907339482192705,0.05148994733618634,0.042132830146924184,0.07893478166218615,0.14077944093241604,0.08204462200117076,0.06693632491265762,0.09941299720776303,0.07162234455386675,1.3867017032406047e-10,1.3712854597622933e-10,1.4104995893373728e-10,0.05957031991456257,0.1312101825910574,0.05504924619683191,0.17376736664406145,0.2105666600277122,0.22000698099448204,0.14989656890125114,0.22901735505290036,0.7207052421227048,0.05154637946059688,0.07287768893831487,0.04412611051643203,0.007108013220653378,0.012786695679258053,0.008046559134828915,0.1633067015415665,0.17145702181089048,0.3718941726690928,0.06105499438832772,0.041003888299752565,0.09952324195470799,0.041003888299752565,0.20689655172413793,0.021971830985915493,0.016216216216216217,0.02146395156851954,0.0
FaceFour,7.334144434294062e-11,8.219517278979771e-11,1.0613863942453827e-10,1.3930224468815102e-10,1.4106111658095306e-10,1.0661844886567235e-10,0.12776727013479958,0.14688461416643897,0.11313425219929565,0.007217779341083761,0.008588372012961065,0.008809300700512022,0.01129933974872369,0.012553575682801126,0.009415655562847212,0.016418912707709597,0.020695629863108675,0.010836937051180785,0.011094165864358688,0.01339557318219772,0.010059162610942043,0.010571974151907257,0.01285305089897785,0.012480148784656994,0.007792497256800713,0.00891383531820153,0.00931900404857174,0.004727849963098555,0.006079725435750018,0.004653014344283844,0.012271120041132944,0.014597507513351154,0.013099371147026879,0.03728077123474839,0.04679100665837405,0.030080005198285624,0.08446163448656879,0.08837657030175276,0.12006255167766859,0.047675669033281964,0.04926581084207202,0.025482058274913465,1.250038976775156e-10,7.624370730585815e-11,1.619134701864157e-10,0.007375008107808164,0.009577543657389064,0.006160175938602734,0.1510711025026844,0.11267457546718332,0.12431624002894895,0.061949726330331106,0.053215611703182765,0.30247919930524386,0.10436494578621837,0.10422514912939386,0.07350870962061254,0.008771442990196965,0.009786506488933413,0.011012011350513587,0.04819787283967361,0.028714645907172466,0.10556849527876948,0.0008978675645342312,0.1184164015553199,0.004052443384982122,0.1184164015553199,0.034482758620689655,0.0011267605633802818,0.0029106029106029108,0.00275178866263071,0.003162829948537985
FacesUCR,7.986591981081137e-11,1.6030147888851282e-10,9.058582395952744e-11,3.5786042751029714e-10,5.842468742244044e-10,2.756738060802863e-10,0.040309886372025094,0.06729382123067307,0.06201535239222512,0.01590280322578811,0.027289742305286364,0.02311205363212551,0.01594285123009174,0.025658497365283434,0.025158493531508723,0.012321608968479716,0.01988694041018257,0.020372960070043706,0.008497092607981845,0.015909083532346973,0.01136910185927487,0.0061249239916182545,0.012385153257685154,0.007923907690864658,0.008376523495020577,0.014869986090476258,0.014612980593813928,0.012081935465386107,0.020512479646997196,0.014653192260801333,0.018706641110408494,0.02788572629485124,0.029706839728662608,0.02972893726756865,0.05015812306480955,0.052814900816546155,0.15255738860412635,0.28266157505204476,0.11175049345228792,0.05813246496897389,0.08340449148260531,0.05618497359782731,3.0602560335268805e-10,3.1407860220674586e-10,3.317199800834419e-10,0.07713072151651704,0.16371071225751432,0.035496277375426315,0.5221818382999349,0.7037282439355734,0.27634749640206563,0.11205318180586799,0.15439658824509112,0.6494688709280081,0.15421397972573236,0.25649590013111995,0.08166769544463555,0.03157706581885104,0.061832995502233486,0.012990720493395686,0.17596011186988422,0.16044374184094076,0.42571634151812765,0.020650953984287318,0.041003888299752565,0.12097735399284863,0.041003888299752565,0.20689655172413793,0.0016901408450704226,0.013305613305613306,0.007311895589275887,0.010310230705372013
FiftyWords,1.580159467329861e-10,6.133385853869575e-10,1.3740082181485163e-10,9.169769008831743e-10,2.4525441097245482e-09,6.118469363860626e-10,0.07029863303722503,0.151804641869941,0.08139514887786378,0.043135293354886174,0.10390738962701015,0.06530679716217037,0.03069217530442418,0.07145911366192872,0.04041980896671273,0.02029099170781709,0.06147675093378878,0.018876960361530214,0.015368156402341442,0.04404233248197869,0.015553396375337135,0.026387316162966058,0.06552334514510237,0.02428489320483692,0.03974126472742858,0.08722487770530442,0.04911545198663201,0.05391472695820831,0.11837712940216555,0.062245467004480144,0.06942460440416927,0.15471213684448307,0.11637605357510702,0.07403913009373522,0.17479962840469207,0.11832465605540526,0.20796472663408624,0.41849080174746695,0.32507160299755583,0.18217651557687153,0.41772547707504143,0.17207881931490576,7.094483831373275e-10,1.1902445182807606e-09,5.846452656821149e-10,0.0024623011846000207,0.007923767160897799,0.002070956676611815,0.2610706770171728,0.46580634485455885,0.2853591052501373,0.13461938751607452,0.30281388676918025,0.5185101780883675,0.16576035022191693,0.29951016113222206,0.20988078855829054,0.019074690265911576,0.04210998344126433,0.025017215376307172,0.03659651629559443,0.06631540005785477,0.034545042359132416,0.04870931537598204,0.09013785790031813,0.02592371871275328,0.09013785790031813,0.8275862068965517,0.0,0.021205821205821207,0.004402861860209136,0.013092761561702916
Fish,1.1692743300558594e-10,1.6951721086495441e-10,1.5136484799970923e-10,5.388359890884896e-10,7.663909227680005e-10,3.181816669149083e-10,0.01999315987937404,0.031477163997044644,0.020298686897361144,0.019468101238870408,0.02940175472001027,0.018454291053268887,0.013686830533065108,0.01910150828986933,0.020877227143923337,0.017331539629447983,0.02503582941920762,0.017031293401360028,0.028195704928185118,0.04529115998743361,0.02343301370114875,0.012520912343795206,0.01628076673568949,0.020346277886409372,0.015334150437381166,0.025249055451816844,0.015268440184763907,0.02006594137751242,0.030927294819321004,0.025528288735925133,0.016667920365347214,0.026393678442673128,0.015614955131973848,0.02524718268483181,0.04337160989398153,0.014373529138734588,0.04379213411920393,0.05885739889987487,0.0642804220615439,0.03586545630663858,0.04641729021851112,0.037858946301829045,2.4089455738797226e-10,1.730645499314828e-10,3.5913777118320324e-10,3.3921831584742835e-05,5.258703648004033e-05,4.542107546082243e-05,0.00245345700870094,0.0022753967675933125,0.00394664418765227,0.004546243370998422,0.005957645590304963,0.01657083107589623,0.008439166008736029,0.010450959484042977,0.005486122853739094,0.00021015268335847302,0.00033800800948643816,0.0001751665925630495,0.0001246646012282574,0.0001118360488823312,0.00018940906491808802,0.017845117845117844,0.1583598444680099,0.009237187127532777,0.1583598444680099,0.08620689655172414,0.011267605633802818,0.011226611226611227,0.013208585580627407,0.003496640071666525
FordA,3.958012220040273e-12,2.91986677102224e-12,2.91986677102224e-12,2.8596393944949516e-12,1.7775286393119064e-12,1.3266405083283793e-12,0.00260449565555805,0.0019200372174558553,0.0019200372174558232,0.001105006502374911,0.0008140559539941211,0.0008140559539943153,0.0009595869074292086,0.0007070132797053042,0.00070701327970537,0.0007515404616199417,0.0005536179064834337,0.0005536179064833674,7.89378930493226e-05,5.815079146560021e-05,5.815079146553469e-05,0.0007333707732221978,0.0005405139370917983,0.0005405139370916664,0.0013381641152473492,0.0009875910273791319,0.0009875910273791327,0.0009559647841254306,0.0007060827686346357,0.0007060827686347635,0.0008896759793627212,0.0006577355421073749,0.0006577355421075043,0.0,0.0,0.0,0.008205270124889752,0.005591785899233962,0.00599176504860853,0.00421818567287432,0.0028986874566671117,0.0020707044177224504,0.0,0.0,0.0,0.00014074543725997753,0.00010645161696636777,0.0001064516169663678,0.02350159043888512,0.011467764482703802,0.017880648297312906,0.030778458283360604,0.017591071680657596,0.082672703227223,0.0037150185458004496,0.002163993349354188,0.002603396678283669,0.00035747672115905,0.00025279346015560255,0.00025279346015560255,0.02149118561853404,0.008683329579266647,0.024878357454216404,0.40235690235690236,0.17143867090844822,0.07747318235995232,0.17143867090844822,0.0,0.9881690140845071,0.7671517671517671,0.9903687396807925,0.08308576285961841
FordB,4.382613730416982e-12,3.2330997177354824e-12,3.233229743865293e-12,0.0,0.0,0.0,0.00788257298152932,0.005811041942631079,0.005811041942631015,0.002025056507215048,0.0014918548473062615,0.001491854847306391,0.005888792403023088,0.004338798704037324,0.0043387987040371945,0.004593820731158227,0.0033840113018826874,0.003384011301882687,0.0028173203209218077,0.0020754215769523605,0.0020754215769523605,0.000383354944186998,0.00028254287974377793,0.00028254287974364603,0.0020868988145865456,0.0015401717329364033,0.001540171732936535,0.004059449414909305,0.002998339823400159,0.0029983398234004165,0.004975822904380068,0.0036786151940249303,0.0036786151940246723,0.0028873714117541916,0.0021336222031073083,0.002132081111525747,0.00947053898441865,0.006454050329260706,0.006915707053470129,0.02179262551233909,0.014975635289523958,0.010697984731293174,1.535660678955188e-12,6.07692779162116e-13,9.589152082257162e-13,8.009713785541636e-05,6.0580790433280575e-05,6.0580790433280575e-05,0.028876474344353573,0.0140904764608601,0.021970005951744417,0.03398810983780163,0.01942551088629611,0.09129401128561106,0.001333273784196399,0.0007766302015183198,0.00093432657151695,0.0013954774159705052,0.0009868266761774074,0.0009868266761774074,0.02585420908231385,0.010446330093326175,0.02992923030539188,0.4062850729517396,0.17143867090844822,0.04707985697258641,0.17143867090844822,0.0,1.0,0.772972972972973,1.0,0.07669455033195546
FreezerRegularTrain,1.0613186980397389e-11,7.829458393468056e-12,7.829523406532961e-12,1.368228994265518e-10,8.504800385317471e-11,6.347055604760072e-11,0.09768599490856579,0.07201422872347311,0.0720142287234731,0.09846709921519294,0.07254050380371556,0.07254050380371564,0.042243998592347363,0.03112492236128716,0.031124922361287166,0.1764862038624811,0.13000753478388993,0.1300075347838899,0.1506900827926481,0.11100812603313466,0.1110081260331346,0.00733018127136441,0.005402540274646735,0.005402540274646668,0.022662444893443195,0.016725323135048743,0.01672532313504861,0.04327232225634582,0.031961262183902696,0.031961262183902814,0.04672798103692651,0.034545896092329435,0.03454589609232944,0.042093021136593564,0.031104624824950307,0.03108215830047205,0.05646078673151767,0.03847729889443446,0.04122957116654513,0.3078808943862634,0.2115721203179726,0.15113851726292363,1.5344322160502152e-10,6.072066508541114e-11,9.581825094917318e-11,0.012110612041018915,0.009159758634572966,0.00915975863457296,0.09556899648369374,0.046633556412845854,0.07271148813080612,0.019583936732696768,0.011192972425151536,0.052603576651473714,0.1271483681719205,0.07406375492157585,0.08910255366616039,0.006482767240476402,0.004584357708076535,0.004584357708076537,0.005861232464289151,0.002367613958111617,0.006784275057619505,0.015039281705948373,0.10109579356663131,0.16865315852205007,0.10109579356663131,0.0,0.041690140845070424,0.03076923076923077,0.04072647220693451,0.0
FreezerSmallTrain,9.848111114182679e-11,7.265053971800073e-11,7.265079977026034e-11,4.725496793008013e-10,2.937330455236467e-10,2.1921020734922946e-10,0.23787432343572193,0.17536122707636356,0.17536122707636356,0.23977608466795083,0.17664253461842405,0.17664253461842414,0.24305095315047864,0.17907731982587236,0.17907731982587244,0.5217808184311613,0.3843668027140153,0.38436680271401547,0.2863032902558241,0.2109096440815696,0.21090964408156962,0.07379489400875079,0.054388816890929975,0.05438881689093023,0.0806384308675099,0.05951272334930664,0.05951272334930689,0.08752005243651259,0.0646429679854327,0.06464296798543256,0.08779107799073066,0.06490375554006285,0.06490375554006313,0.0744675871655499,0.055027800282789655,0.054988054314818915,0.13113112536575647,0.08936417285601188,0.09575637142864296,1.0,0.6871882087380742,0.49089930560389744,3.1081834359569293e-10,1.229972646980014e-10,1.9409175831642263e-10,0.04628914904986321,0.035010405028286826,0.035010405028286826,0.30961989714173077,0.15108118188059033,0.2355672268665453,0.04531560678024705,0.02589961068825767,0.12172031738608079,0.15106513546379852,0.08799523997867789,0.10586285560148838,0.009235558692275006,0.006531023420827425,0.006531023420827428,0.005671377868512491,0.0022908979485073873,0.006564489069430655,0.0013468013468013469,0.10109579356663131,0.16865315852205007,0.10109579356663131,0.0,0.007323943661971831,0.005405405405405406,0.007154650522839846,0.0
Fungi,0.0001231970224908016,0.00023217448945617704,0.00015681875931365533,0.27358789816341034,0.4299223429994691,0.20313127857008578,0.013558868760774487,0.021115008339729107,0.025206861768868067,0.009757019392415179,0.01734700693865745,0.007790094428438687,0.011883299282534905,0.024114890136949008,0.009861409530309062,0.013658104364991108,0.025193208148979643,0.010697954557826607,0.014947422437900785,0.025643782853421795,0.00829790828126359,0.018306414899188172,0.03270490584891275,0.015508621151396828,0.024530201877292806,0.04090894283852501,0.029502993428080947,0.03392390544298148,0.05242028558173217,0.0633754730348296,0.05106020907215453,0.10699955481100604,0.061807876907905644,0.10368127729455336,0.1922408270868241,0.1292981128201327,0.4117145603318038,0.6453646227342034,0.6140873432444807,0.06626535012618479,0.09995771340267748,0.07817931598746948,1.0,1.0,1.0,0.0014606889408788311,0.0026153682288727405,0.0027819538918644696,0.17185134158782267,0.17748585327516533,0.3174843505929824,0.12194343858016472,0.15748465256690894,0.7341984452641878,0.17172827348847444,0.2414723184600364,0.21121961331755085,0.0350013010563519,0.061624391246173096,0.047382869595154774,0.013539602135077579,0.014059378130503515,0.03199089619616832,0.0002244668911335578,0.06574761399787911,0.009892729439809296,0.06574761399787911,0.27586206896551724,0.0,0.0,0.0,0.0
GestureMidAirD1,0.11646001589659771,0.20279920235255958,0.15864867613822414,0.40690577835887726,0.7659832036322716,0.31344112279526065,0.13231757287961063,0.2994488749714589,0.09438180827765945,0.13165399830813626,0.3123811550961717,0.09673210678407773,0.14825873899011005,0.3129039817788271,0.19434291514315752,0.17431566733257756,0.3194982287296195,0.21991757100574277,0.1785443444706563,0.3429016231718928,0.24551078904315485,0.1790441647097403,0.35195553999225815,0.2332609982201734,0.18564559566423108,0.38360705611618096,0.24872961086146897,0.17502143350498683,0.39476660420587,0.1913077768486397,0.1589992691560581,0.39263251371458147,0.1258226018655049,0.15191927904099423,0.39657443452457175,0.11304567098441545,0.15018823846065973,0.37465391833143813,0.13494068716952826,0.46707444645070784,0.8608101796202264,0.5705179115846359,0.30041308435234615,0.3237745034880568,0.3678145683390364,0.13125480572724801,0.3572413558518842,0.15489612578442224,0.03142418165486777,0.04703650034785259,0.04881817704267851,0.022249942234154833,0.028087130726690807,0.1521297052008836,0.1690648713539575,0.31373946963248467,0.13983152372809862,0.006796781650519582,0.014335304245256622,0.005215243139728698,0.003129928636112714,0.002995774333875769,0.006179829845135105,0.02154882154882155,0.026157652880876636,0.006555423122765197,0.05832449628844114,0.41379310344827586,0.003943661971830986,0.0029106029106029108,0.003852504127682994,0.0
GestureMidAirD2,0.10262085716662282,0.23649345434421734,0.11412349074548207,0.4781122117809835,0.8508171081419347,0.2964749232064146,0.11835418559003175,0.305965796389089,0.08998697505330097,0.11137923513961477,0.27507535566637864,0.09276649773874066,0.12093643141346236,0.24409693338666502,0.1074693087651878,0.16978437153940895,0.3862392420123847,0.19146999879405263,0.19471754265225455,0.39128689059606303,0.2723005336802993,0.2035127862234439,0.38116709487966,0.29409898138008717,0.20904662636615806,0.3572665090053378,0.32381946871657963,0.1912559045652632,0.33725429771228005,0.3144043549356819,0.17469651392434038,0.34932776835061435,0.23137158876818148,0.17509618185766776,0.3863916054133793,0.20707410263460718,0.18194878578763252,0.3644704087536286,0.18924947560466773,0.5270307695616069,1.0,0.4325356446538853,0.28299751906444726,0.324249033743579,0.24027895166253388,0.1408594909135482,0.2591017196624946,0.16632457627156,0.05287651005823476,0.06185347362008026,0.05184291599980942,0.04061891221951831,0.061544144268501404,0.20123709794514072,0.15196393717432083,0.24499252910696726,0.1550395095980527,0.0042190589162524605,0.00842867604421305,0.0052200312702287395,0.009161581846656677,0.011520453876725505,0.013040214172857953,0.02154882154882155,0.07953340402969247,0.006555423122765197,0.05832449628844114,0.41379310344827586,0.003943661971830986,0.0029106029106029108,0.003852504127682994,0.0
GestureMidAirD3,0.09785679034131678,0.1900605314878042,0.13356640470623765,0.345302883582262,0.5047012512493892,0.4066105798328155,0.10152287153305467,0.2405814732127626,0.09800091044366864,0.09630081175967448,0.21954133419271704,0.07005080009258931,0.09601155523684189,0.21184550012286438,0.0774891834524772,0.11680677772969184,0.28360238505438357,0.08846127006753718,0.12075377452394426,0.2754268777611578,0.0972169725728818,0.11376125344450022,0.23288981595859684,0.10137326908762227,0.11990178920060457,0.24552648201535782,0.1297255533623668,0.12981089741572346,0.2887697288834348,0.16456278475540212,0.1449635419072528,0.3230019504652811,0.23774036494944611,0.1680316485753797,0.3441592279265747,0.24922333583803769,0.17728948372060957,0.3234833566438066,0.24226503818719392,0.30960752429951166,0.508767946464247,0.23509165103943075,0.17779220862490958,0.17198353916951564,0.2551292761573016,0.057529468928912364,0.140613884898403,0.0983539018939938,0.026414395872641255,0.03444867373724198,0.03136086841491128,0.012744699439898297,0.019457052576102696,0.0794509703150712,0.13845623637034024,0.26146539886523296,0.11910959916559213,0.004488743724780902,0.008453549087910519,0.007547203200009288,0.00573425394254072,0.0068130693405995734,0.012386128757029068,0.02154882154882155,0.05832449628844114,0.006555423122765197,0.12089077412513255,0.41379310344827586,0.003943661971830986,0.0029106029106029108,0.003852504127682994,0.0
GesturePebbleZ1,0.07119608578938717,0.09920799511619985,0.09575142384128398,0.21772326577540072,0.25459321353869396,0.1896803716923187,0.09318305230226073,0.14578119615904975,0.06429275145313507,0.03601884628529128,0.04411246942847027,0.054485962455169,0.036207361367159414,0.04870710726009637,0.052109319863580694,0.04010324220886263,0.04643356878011655,0.059578351892036994,0.05075855673411811,0.06085884726604744,0.07824000052210968,0.07042151393894494,0.08919671836864024,0.1134971300380703,0.09389009482288109,0.11910435327102861,0.14976837004722743,0.12511373346408702,0.16592699292705412,0.16043671216686528,0.15785622215989037,0.2159718761959855,0.18912596256991812,0.17436983291780198,0.2520569009563038,0.19228829641740222,0.07875920899501816,0.1088190630024043,0.06828525782378969,0.29078022269155895,0.34129998294687575,0.30266995329335,0.11097007910232703,0.07960638642837038,0.13225293666753693,0.01595801825888266,0.021486930907795326,0.02184303869422476,0.27669382204684245,0.2558409140670454,0.32923993695761766,0.15088071928212732,0.17649479235621754,0.3821675835991465,0.42642973112595806,0.43221208689982604,0.5169964471136512,0.09768202918721366,0.12967253251509372,0.07684681360295231,0.13890989896845096,0.10544568719046889,0.3035165149256561,0.013019079685746353,0.04418522446094026,0.009058402860548272,0.04772004241781548,0.06896551724137931,0.010704225352112675,0.00997920997920998,0.011557512383048982,0.002160624184251418
GesturePebbleZ2,0.06494218037617532,0.08703073965181965,0.09458428841149563,0.19642714743227138,0.21155250170467413,0.20300735384758292,0.06693180376972112,0.1000402419584626,0.052836843562373156,0.030914852692145115,0.03350508149985739,0.05545888103281826,0.031878481461539335,0.045684251554443396,0.0406826847757361,0.03939873693545175,0.04833948378257755,0.056641402555461365,0.04980912697052207,0.07179739307989853,0.05357195208227087,0.06276351178308202,0.09061900363541645,0.07451383482301771,0.08293860510788802,0.10660963010451431,0.1210136073860227,0.11059686341460144,0.1500963814152598,0.13411366512022338,0.14642479492376098,0.20515055667308063,0.1727801089023008,0.17030417288246116,0.22972007525798457,0.2267061273524443,0.08478149659389071,0.11141455885565724,0.09907773123677992,0.26209051895515983,0.31082309201665453,0.2707919689005493,0.1006863291888565,0.06887962124585141,0.1367386980194842,0.02794469379641985,0.0403945565166993,0.0372000272614282,0.2670106763698891,0.21393250012913376,0.44241997910770714,0.10352289962043651,0.10635354967449082,0.554955994801094,0.40529792173860724,0.4099679440077172,0.482432508965422,0.09588448378547283,0.1277754636999287,0.08871029678245548,0.13196623040185634,0.10406091496457591,0.2546245766279585,0.014590347923681257,0.04418522446094026,0.008224076281287247,0.07069635913750442,0.06896551724137931,0.012394366197183098,0.010395010395010396,0.012841680425609979,0.0013335661985564233
GunPoint,5.580980536843392e-11,4.117147374316361e-11,4.117147374316361e-11,1.0969582400683525e-10,6.818603393084089e-11,5.088680487718754e-11,0.033913467908853835,0.025001047868533424,0.025001047868533424,0.014787662949193404,0.010894040029245784,0.01089404002924585,0.021944442613175838,0.01616842854266524,0.016168428542665113,0.016336186005576566,0.012033956331289147,0.012033956331289215,0.07601302806833671,0.05599614549008532,0.055996145490085455,0.148742610844006,0.10962729513662792,0.10962729513662792,0.014572235615807384,0.010754592040727267,0.010754592040727005,0.0908406348947859,0.06709557512593757,0.06709557512593756,0.07484049185905864,0.05532941500765343,0.055329415007653315,0.025122923760897243,0.018564576668249507,0.01855116768104906,0.021557322223633678,0.014691037418707453,0.01574188392035465,0.15970235677563777,0.10974557648389936,0.07839777604446661,1.1246625650656619e-10,4.4505230164700574e-11,7.022995746965455e-11,0.0017290366310760722,0.00130774218159659,0.00130774218159659,0.1275753061988908,0.0622512578075165,0.09706275783744737,0.047530947125928404,0.027165762828145767,0.12767084854198396,0.03857211919987179,0.02246820800218505,0.027030424144940893,0.0017059598747156681,0.0012063876445373236,0.0012063876445373239,0.0053012911912356,0.002141354172797207,0.00613605663803074,0.0038159371492704824,0.04772004241781548,0.0077473182359952325,0.04772004241781548,0.0,0.012957746478873239,0.010395010395010396,0.013208585580627407,0.0018260607221894161
GunPointAgeSpan,0.03585783307353294,0.026452696316133603,0.026452696316133603,0.10775013955714696,0.06697661226758474,0.04998400535285686,0.05717326227953184,0.04214819525070211,0.04214819525070208,0.05435195214290574,0.040040968227826906,0.040040968227827003,0.04578439137841622,0.03373344556616239,0.033733445566162326,0.04381776807312913,0.032278103796479225,0.03227810379647923,0.042503144093965585,0.0313105832112371,0.031310583211237135,0.08310675871438004,0.06125191102759917,0.06125191102759911,0.09755326435950289,0.07199619798142717,0.07199619798142717,0.05549972535570592,0.04099251393812538,0.0409925139381253,0.019502403764691815,0.014418085246894965,0.014418085246895031,0.04793858322949279,0.03542420110816731,0.035398614601793936,0.046316282564086146,0.03156394997419693,0.03382171200033629,0.010904118538137574,0.007493181686090388,0.005352824218594411,0.2835831650820693,0.11221973972311818,0.17708461102621165,0.0004306682076814582,0.0003257322438028001,0.0003257322438028001,0.20967354883977235,0.1023116662082921,0.159525330585724,0.05842875740424256,0.03339428018931815,0.15694299163216327,0.07376950101274989,0.042970635976292804,0.05169591255805054,0.0007561046756174948,0.0005346874520093126,0.0005346874520093122,0.006544654451038284,0.002643769546996416,0.007575441455743146,0.01335578002244669,0.04772004241781548,0.01764004767580453,0.04772004241781548,0.0,0.03718309859154929,0.02785862785862786,0.036598789212988446,0.0009130303610947081
